fileyear,Program,Level,Number,MedianAnnualFamilyIncome,Person,IHSS,Child Welfare,Foster Care,DDS,Black,White,Hispanic,Asian_PI,Native_American,Other_missing,Female,Male
2020,MediCal,U.S. Congress,District 34,53395,395907,21360,8878,1544,6587,24785,25570,258096,50753,670,36033,203097,192810
2020,MediCal,U.S. Congress,District 35,70520,356966,12843,6945,2585,6671,22607,28743,241437,19654,388,44137,193583,163383
2020,MediCal,U.S. Congress,District 36,66629,344665,16313,6521,2323,4972,20784,67175,207900,7356,1219,40231,183818,160847
2020,MediCal,U.S. Congress,District 37,77938,336788,18900,9630,2333,6245,92117,32694,162738,11502,659,37078,177359,159429
2020,MediCal,U.S. Congress,District 38,84305,256532,13724,4769,1819,7263,8662,21547,167685,27763,283,30592,141553,114979
2020,MediCal,U.S. Congress,District 39,106252,195031,8459,2426,1088,4296,4249,26752,80763,50350,287,32630,105591,89440
2020,MediCal,U.S. Congress,District 40,54178,434855,16171,9012,2252,7855,18404,11251,357767,5587,280,41566,238059,196796
2020,MediCal,U.S. Congress,District 41,75145,348491,15316,6062,2837,6419,31865,40569,210673,12277,615,52492,189241,159250
2020,MediCal,U.S. Congress,District 42,99136,237958,10664,3426,1764,5475,11949,58996,103028,17084,552,46349,129334,108624
2020,MediCal,U.S. Congress,District 43,73153,342733,16626,8397,2430,7648,79459,19519,186605,20016,348,36786,183663,159070
2020,MediCal,U.S. Congress,District 44,61562,425288,17564,11103,3366,8450,60383,19644,283641,15893,477,45250,229653,195635
2020,MediCal,U.S. Congress,District 45,132329,146657,7477,1512,684,3579,3398,37846,42660,24217,229,38307,80067,66590
2020,MediCal,U.S. Congress,District 46,73980,359982,10838,4718,1413,5867,5257,28342,231590,36864,416,57513,194741,165241
2020,MediCal,U.S. Congress,District 47,85722,274165,14714,4416,1533,5830,20491,33231,112630,68740,401,38672,149060,125105
2020,MediCal,U.S. Congress,District 48,114860,179998,8787,1543,574,3412,1987,42504,52299,48839,292,34077,96870,83128
2020,MediCal,U.S. Congress,District 49,111349,155337,4371,1569,619,3639,3645,41198,62250,7476,434,40334,83726,71611
2020,MediCal,U.S. Congress,District 50,91599,232266,8071,2507,1058,5916,6815,60232,85196,9288,1697,69038,125557,106709
2020,MediCal,U.S. Congress,District 51,57913,386739,18152,4220,1447,8339,16508,24083,249109,19952,1362,75725,212748,173991
2020,MediCal,U.S. Congress,District 52,126861,114813,5624,885,392,2980,5048,34183,17696,19125,331,38430,60357,54456
2020,MediCal,U.S. Congress,District 53,95903,215524,9084,2341,996,5447,17789,39700,69188,20243,590,68014,116743,98781
2020,WIC,State Assembly,District 02,82845,14362,46,646,339,450,69,2525,7194,231,352,3991,9135,5208
2020,WIC,State Assembly,District 03,68310,21515,52,649,440,694,217,4085,10581,1329,113,5190,13522,7963
2020,WIC,State Assembly,District 04,94995,12888,30,345,186,368,121,1359,9178,208,98,1924,8115,4743
2020,WIC,State Assembly,District 05,77971,17715,48,631,357,465,113,2758,12186,114,86,2458,11019,6680
2020,WIC,State Assembly,District 06,120462,5250,32,170,97,168,97,1222,2058,212,24,1637,3248,2002
2020,WIC,State Assembly,District 07,76548,22048,72,644,288,517,1707,2010,10310,2037,240,5744,13759,8265
2020,WIC,State Assembly,District 08,76302,21605,68,569,271,485,1432,3821,6919,1921,154,7358,13392,8189
2020,WIC,State Assembly,District 09,82609,20662,52,486,259,505,1530,1046,9579,3185,234,5088,12915,7723
2020,WIC,State Assembly,District 10,127074,8396,24,206,111,311,89,348,7057,106,19,777,5296,3100
2020,WIC,State Assembly,District 11,99519,14688,34,370,239,371,1181,760,8293,539,111,3804,9424,5220
2020,WIC,State Assembly,District 12,79560,18470,21,452,277,581,320,1973,12976,988,124,2089,11672,6798
2020,WIC,State Assembly,District 13,73405,29245,33,626,400,999,2005,1214,19028,2742,173,4083,18297,10948
2020,WIC,State Assembly,District 14,103505,13045,26,230,119,242,928,749,7558,577,132,3101,8416,4603
2020,WIC,State Assembly,District 15,114366,11492,26,220,110,238,1043,364,6955,675,38,2417,7388,4104
2020,WIC,State Assembly,District 17,133142,9029,17,284,123,229,513,195,4537,1807,62,1915,5767,3250
2020,WIC,State Assembly,District 18,90068,18833,57,326,139,557,2125,620,10434,1706,143,3805,12008,6814
2020,WIC,State Assembly,District 20,120515,12331,37,212,109,357,558,520,7418,1387,152,2296,7745,4570
2020,WIC,State Assembly,District 21,61793,34199,39,772,449,819,544,1905,28163,1204,124,2259,21251,12923
2020,WIC,State Assembly,District 22,157686,6495,15,69,38,143,50,214,5174,264,88,705,4147,2348
2020,WIC,State Assembly,District 23,80567,27089,108,792,532,702,1451,2413,17250,2527,129,3319,16875,10199
2020,WIC,State Assembly,District 24,184291,5738,15,76,41,150,104,121,4724,193,115,481,3585,2153
2020,WIC,State Assembly,District 25,144108,6472,21,139,60,169,152,197,3952,983,54,1134,4020,2452
2020,WIC,State Assembly,District 26,55208,32616,40,819,487,906,155,1893,28418,340,138,1672,20563,12036
2020,WIC,State Assembly,District 27,106365,14506,40,392,114,324,154,161,11498,1253,58,1382,9230,5276
2020,WIC,State Assembly,District 28,170674,5009,19,144,57,114,180,187,3737,216,30,659,3161,1848
2020,WIC,State Assembly,District 29,123095,8603,21,184,98,178,84,578,7042,150,47,702,5551,3052
2020,WIC,State Assembly,District 30,83516,30347,69,355,179,657,49,429,29178,110,80,501,19179,11168
2020,WIC,State Assembly,District 31,47230,45818,107,1014,587,1028,1343,1363,37631,2719,60,2702,28444,17352
2020,WIC,State Assembly,District 32,48145,44300,53,868,511,854,1127,1618,38935,402,93,2125,27558,16716
2020,WIC,State Assembly,District 33,62106,29842,103,1581,1159,671,3448,3285,19368,151,113,3477,18287,11511
2020,WIC,State Assembly,District 34,76128,28575,59,849,581,680,1445,3584,19748,639,76,3083,17753,10811
2020,WIC,State Assembly,District 35,86147,23793,36,529,281,610,61,1168,21290,112,32,1130,15169,8624
2020,WIC,State Assembly,District 36,68761,24842,104,2358,1331,1004,3618,1435,16574,156,48,3011,15366,9430
2020,WIC,State Assembly,District 38,117388,7275,32,381,229,424,185,650,5416,184,13,827,4553,2722
2020,WIC,State Assembly,District 39,75136,21293,77,791,305,916,205,1056,18790,246,38,958,13398,7884
2020,WIC,State Assembly,District 40,77042,21788,88,759,482,454,1829,1234,16370,509,69,1777,13500,8288
2020,WIC,State Assembly,District 41,109736,8359,30,398,202,283,550,527,6141,276,27,838,5180,3179
2020,WIC,State Assembly,District 42,72861,17607,75,780,473,345,1055,2384,11827,232,95,2014,11050,6531
2020,WIC,State Assembly,District 43,93027,7613,25,254,96,271,79,2140,3768,367,31,1228,4729,2884
2020,WIC,State Assembly,District 44,105645,13812,27,317,168,776,80,354,12739,124,28,487,8811,5001
2020,WIC,State Assembly,District 45,99142,11384,38,366,185,494,309,988,8427,356,22,1282,7123,4261
2020,WIC,State Assembly,District 46,76676,17213,53,624,239,785,286,1273,14037,405,26,1186,10790,6423
2020,WIC,State Assembly,District 47,69883,29026,82,854,568,642,1659,725,24898,311,91,1342,18089,10937
2020,WIC,State Assembly,District 48,81913,22113,64,738,393,856,257,423,18737,1399,51,1246,13782,8331
2020,WIC,State Assembly,District 49,77137,15209,20,481,202,539,74,174,9638,3702,43,1578,9322,5887
2020,WIC,State Assembly,District 51,63251,20756,55,932,359,738,229,140,19070,628,56,633,12768,7988
2020,WIC,State Assembly,District 52,70761,26545,69,889,485,755,801,558,23127,736,80,1243,16299,10227
2020,WIC,State Assembly,District 53,46940,25532,69,1169,402,1044,555,142,22961,826,45,1003,15925,9596
2020,WIC,State Assembly,District 54,91175,13190,45,669,287,502,2102,314,8855,189,47,1683,8260,4930
2020,WIC,State Assembly,District 55,110547,9600,28,306,194,270,132,304,6978,1129,23,1034,5957,3643
2020,WIC,State Assembly,District 56,57215,26565,72,747,411,681,302,566,24868,96,35,698,16547,10003
2020,WIC,State Assembly,District 57,85674,19775,52,721,420,710,142,308,17529,825,59,912,12372,7390
2020,WIC,State Assembly,District 58,75751,22652,94,860,418,812,491,415,19913,561,90,1182,14118,8522
2020,WIC,State Assembly,District 59,47892,42515,137,2172,858,1571,3699,189,36251,98,49,2229,26371,16117
2020,WIC,State Assembly,District 60,90089,20345,99,554,352,468,572,1126,16975,442,74,1156,12446,7899
2020,WIC,State Assembly,District 61,74610,27448,101,965,662,612,2069,1205,21714,336,158,1966,17014,10418
2020,WIC,State Assembly,District 62,79407,20521,68,807,430,697,3119,272,14358,278,119,2375,12800,7721
2020,WIC,State Assembly,District 63,62112,29638,89,1040,491,971,1064,317,26469,310,95,1383,18385,11236
2020,WIC,State Assembly,District 64,61514,37268,113,1821,858,1239,3929,237,29635,417,144,2906,22849,14386
2020,WIC,State Assembly,District 65,88679,17707,60,540,299,416,291,789,13781,1092,81,1673,10964,6728
2020,WIC,State Assembly,District 66,121152,8316,29,301,168,307,643,343,5599,494,43,1194,5158,3147
2020,WIC,State Assembly,District 67,89670,19088,76,662,460,450,849,2266,13509,310,87,2067,11987,7083
2020,WIC,State Assembly,District 68,124545,10041,37,316,181,257,111,518,8281,320,38,773,6208,3821
2020,WIC,State Assembly,District 69,70928,27583,84,624,333,650,93,364,25165,971,62,928,17019,10553
2020,WIC,State Assembly,District 70,82306,18504,76,952,414,664,1492,406,13356,836,107,2307,11359,7131
2020,WIC,State Assembly,District 71,87529,18040,53,559,316,643,705,4116,9071,271,101,3776,11176,6840
2020,WIC,State Assembly,District 72,89997,13783,48,295,171,354,84,617,8786,2359,57,1880,8574,5209
2020,WIC,State Assembly,District 73,139332,4853,15,167,116,107,49,524,3482,105,26,667,3005,1848
2020,WIC,State Assembly,District 74,125300,4381,18,131,82,115,68,423,3010,196,24,660,2734,1647
2020,WIC,State Assembly,District 75,95623,15821,31,321,194,522,182,921,12900,276,63,1479,9812,5994
2020,WIC,State Assembly,District 76,98863,14416,18,295,169,369,257,1152,10432,169,95,2311,9063,5321
2020,WIC,State Assembly,District 77,132192,5295,19,135,90,191,192,694,2389,514,23,1483,3303,1992
2020,WIC,State Assembly,District 78,111060,5901,16,138,74,208,363,448,3745,138,27,1180,3735,2153
2020,WIC,State Assembly,District 79,89879,16644,32,402,243,534,1358,801,10506,843,89,3047,10430,6183
2020,WIC,State Assembly,District 80,95903,26864,48,543,295,883,1124,457,22539,631,73,2040,16842,9994
2020,WIC,State Senate,District 02,98603,25465,81,903,496,807,171,3599,15425,340,445,5485,16084,9344
2020,WIC,State Senate,District 03,101656,22410,48,557,302,573,1126,1228,14451,751,128,4726,14320,8035
2020,WIC,State Senate,District 04,76753,38302,119,1121,664,1096,1022,7698,16808,2138,242,10394,23945,14301
2020,WIC,State Senate,District 05,76308,49622,49,1080,668,1701,2355,3158,33344,4059,310,6396,31063,18542
2020,WIC,State Senate,District 06,78325,44987,136,1195,567,995,3780,3292,18507,5978,487,12943,28116,16826
2020,WIC,State Senate,District 07,137556,16713,32,378,223,390,1115,1081,9773,684,148,3912,10774,5899
2020,WIC,State Senate,District 08,78835,45174,156,1430,911,1210,1855,5282,27651,3668,299,6419,28099,17044
2020,WIC,State Senate,District 09,101992,30244,85,540,245,793,3172,970,17340,2364,179,6219,19345,10879
2020,WIC,State Senate,District 10,132310,18988,55,353,167,527,761,731,11451,2358,202,3485,11900,7064
2020,WIC,State Senate,District 11,133117,14848,24,376,157,360,632,343,7101,3349,80,3343,9443,5390
2020,WIC,State Senate,District 12,63381,74708,110,1378,806,1662,732,2599,66796,1511,184,2886,46772,27901
2020,WIC,State Senate,District 14,45549,88626,138,1757,984,1872,2004,2893,77264,2113,185,4167,55322,33252
2020,WIC,State Senate,District 15,141501,18387,57,486,168,417,305,355,14364,1340,92,1931,11627,6760
2020,WIC,State Senate,District 16,67543,55163,116,1919,1263,1387,3028,7071,37824,903,150,6187,34371,20752
2020,WIC,State Senate,District 17,107043,24125,68,579,307,652,140,1408,20396,411,91,1679,15327,8798
2020,WIC,State Senate,District 18,76340,37699,127,1384,539,1667,499,2120,32227,663,63,2127,23718,13966
2020,WIC,State Senate,District 20,70307,55640,153,1766,1071,1418,2476,1286,48069,1055,174,2580,34419,21192
2020,WIC,State Senate,District 21,74171,47560,201,3610,2253,1654,5910,3191,32792,352,124,5191,29284,18205
2020,WIC,State Senate,District 22,76288,41112,86,1310,647,1532,311,507,31935,5384,106,2869,25430,15668
2020,WIC,State Senate,District 23,75680,43035,179,1659,1080,888,3101,3879,31155,771,168,3961,26801,16195
2020,WIC,State Senate,District 24,55431,43246,109,1905,678,1650,670,430,38836,1514,110,1686,26855,16376
2020,WIC,State Senate,District 25,103783,16396,63,657,313,577,624,2861,10149,620,54,2088,10136,6260
2020,WIC,State Senate,District 27,115730,16051,53,543,305,794,365,1381,12134,420,32,1719,10058,5980
2020,WIC,State Senate,District 28,84169,36433,116,1168,706,738,1015,2820,29114,548,140,2796,22755,13657
2020,WIC,State Senate,District 29,99680,29010,98,861,514,733,413,1089,22540,2173,111,2684,17891,11099
2020,WIC,State Senate,District 30,62566,56829,202,3112,1294,2117,7204,524,43902,314,111,4774,35344,21441
2020,WIC,State Senate,District 31,82777,47852,199,1531,1026,1089,2622,2337,38760,774,226,3133,29483,18347
2020,WIC,State Senate,District 32,83629,38498,134,1459,776,1350,773,825,33139,1284,155,2322,24084,14391
2020,WIC,State Senate,District 33,58780,60245,203,2474,1077,2051,2818,622,52310,970,189,3336,37240,22973
2020,WIC,State Senate,District 34,83782,38099,119,843,459,946,202,906,30862,3261,110,2758,23581,14502
2020,WIC,State Senate,District 35,69953,55335,176,2333,1143,1864,5797,666,42369,1085,268,5150,34102,21191
2020,WIC,State Senate,District 36,118609,19595,33,455,281,482,304,1690,14201,276,125,2999,12229,7331
2020,WIC,State Senate,District 37,124899,14359,51,459,270,358,182,958,11180,520,59,1460,8967,5374
2020,WIC,State Senate,District 38,95940,31041,77,796,462,1135,895,4548,19941,467,114,5076,19230,11774
2020,WIC,State Senate,District 39,114926,14434,39,335,189,481,1088,1294,7593,858,75,3526,9121,5289
2020,WIC,State Senate,District 40,95903,48260,96,1058,598,1673,1797,1011,40263,1171,152,3866,30184,18015
2020,WIC,U.S. Congress,District 01,71817,22693,91,940,605,843,140,6919,7508,572,195,7359,14128,8535
2020,WIC,U.S. Congress,District 02,105567,16868,49,678,362,493,99,2573,9469,255,345,4127,10759,6092
2020,WIC,U.S. Congress,District 03,84542,27183,64,713,435,707,712,3187,15793,1429,141,5921,17085,10045
2020,WIC,U.S. Congress,District 05,99610,18117,47,436,227,545,742,1010,12598,463,138,3166,11481,6600
2020,WIC,U.S. Congress,District 06,70263,38378,124,1061,463,843,3288,3441,16449,4096,426,10678,23954,14382
2020,WIC,U.S. Congress,District 07,94375,21589,65,588,337,515,1365,3100,7205,2603,195,7121,13438,8127
2020,WIC,U.S. Congress,District 08,64862,39114,134,1961,1386,876,3956,4814,25043,249,222,4830,24092,14969
2020,WIC,U.S. Congress,District 09,81543,38322,42,839,539,1299,2452,1881,24899,3177,236,5677,24053,14240
2020,WIC,U.S. Congress,District 10,76387,32019,37,798,437,974,577,2694,23767,1531,195,3255,20020,11978
2020,WIC,U.S. Congress,District 11,115899,18545,38,334,163,390,1071,912,11935,835,121,3671,11994,6526
2020,WIC,U.S. Congress,District 12,141862,10331,17,315,130,260,563,248,4829,2271,64,2356,6563,3756
2020,WIC,U.S. Congress,District 13,107279,20915,64,377,170,603,2601,751,10979,1882,151,4551,13327,7574
2020,WIC,U.S. Congress,District 15,139616,13643,37,244,130,388,588,639,8219,1414,153,2630,8598,5028
2020,WIC,U.S. Congress,District 16,54215,64692,144,1578,942,1457,2211,2931,50807,3973,156,4614,40160,24508
2020,WIC,U.S. Congress,District 17,155234,8250,26,172,78,217,197,248,5144,1198,70,1393,5113,3137
2020,WIC,U.S. Congress,District 19,120914,19847,64,573,210,431,252,308,15925,1394,95,1873,12632,7215
2020,WIC,U.S. Congress,District 20,89306,34781,68,390,189,755,91,830,32761,167,96,836,22106,12663
2020,WIC,U.S. Congress,District 21,49608,65921,95,1238,743,1293,1378,2137,58806,776,106,2718,41103,24778
2020,WIC,U.S. Congress,District 22,73386,42324,99,1133,750,1195,1020,2910,32832,2079,81,3402,26542,15754
2020,WIC,U.S. Congress,District 23,71297,42373,91,1586,1007,1115,2417,4924,29575,737,138,4582,26323,16028
2020,WIC,U.S. Congress,District 25,93251,24202,108,2099,1170,1099,2709,1196,17455,248,50,2544,15008,9149
2020,WIC,U.S. Congress,District 26,99097,20865,42,529,273,1157,110,621,19106,164,45,819,13311,7535
2020,WIC,U.S. Congress,District 27,96498,14751,31,533,236,518,407,445,8688,3351,37,1823,9035,5716
2020,WIC,U.S. Congress,District 28,91065,12820,43,506,192,470,235,2638,7582,553,53,1759,7934,4886
2020,WIC,U.S. Congress,District 29,65301,34720,115,1259,476,1546,426,1673,30327,571,58,1665,21880,12828
2020,WIC,U.S. Congress,District 30,104927,14950,47,503,263,644,393,1466,10826,456,29,1780,9361,5589
2020,WIC,U.S. Congress,District 31,75860,36192,126,1206,774,761,2776,1672,28411,661,123,2549,22461,13717
2020,WIC,U.S. Congress,District 32,80772,33782,85,1141,599,1300,354,550,28634,2301,83,1860,20959,12809
2020,WIC,U.S. Congress,District 33,152856,3748,16,175,87,186,224,439,2108,174,18,785,2341,1407
2020,WIC,U.S. Congress,District 34,53395,32445,81,1528,546,1291,638,214,28791,1329,83,1390,20149,12296
2020,WIC,U.S. Congress,District 35,70520,39859,105,1278,752,1056,1353,871,34837,905,122,1771,24648,15190
2020,WIC,U.S. Congress,District 36,66629,34083,131,1253,718,622,1439,2251,27709,351,121,2212,21337,12716
2020,WIC,U.S. Congress,District 37,77938,28368,99,1498,630,1103,4043,531,20385,296,77,3036,17726,10620
2020,WIC,U.S. Congress,District 38,84305,29060,98,1178,622,1071,551,535,25116,976,132,1750,18150,10892
2020,WIC,U.S. Congress,District 39,106252,16700,52,504,318,458,212,595,12667,1533,46,1647,10384,6316
2020,WIC,U.S. Congress,District 40,54178,53438,169,2143,855,1807,1566,423,49766,200,65,1418,33064,20346
2020,WIC,U.S. Congress,District 41,75145,40806,160,1327,866,904,2414,1789,33456,440,204,2503,25198,15588
2020,WIC,U.S. Congress,District 42,99136,24674,104,792,580,618,888,2690,17665,687,122,2622,15324,9333
2020,WIC,U.S. Congress,District 43,73153,39239,142,1695,814,1332,5227,526,28483,716,172,4115,24436,14782
2020,WIC,U.S. Congress,District 44,61562,50633,152,2258,1075,1711,3842,385,42421,518,193,3274,31123,19469
2020,WIC,U.S. Congress,District 45,132329,9513,40,314,207,252,141,774,6978,435,40,1145,5863,3636
2020,WIC,U.S. Congress,District 46,73980,38824,125,937,488,894,255,828,34257,1551,109,1824,23974,14831
2020,WIC,U.S. Congress,District 47,85722,25573,91,1071,526,837,1528,750,17194,2489,151,3461,15792,9769
2020,WIC,U.S. Congress,District 48,114860,11737,36,290,165,279,81,709,8417,1046,55,1429,7334,4403
2020,WIC,U.S. Congress,District 49,111349,17408,25,369,217,428,287,1443,12697,210,110,2661,10874,6499
2020,WIC,U.S. Congress,District 50,91599,23946,59,606,363,841,423,3373,16300,315,87,3448,14835,9092
2020,WIC,U.S. Congress,District 51,57913,40100,85,848,467,1408,1415,666,34490,796,105,2628,25059,14999
2020,WIC,U.S. Congress,District 52,126861,7315,21,171,113,252,310,961,3350,566,30,2098,4627,2673
2020,WIC,U.S. Congress,District 53,95903,23487,51,591,330,811,1670,2039,14282,876,129,4491,14711,8726
2019,CalFresh,State Assembly,District 01,74277.72,71623,2732,2267,689,1042,1442,51743,6946,1659,2154,7679,37192,34431
2019,CalFresh,State Assembly,District 02,82016.55,70366,3377,2745,613,1278,1464,39580,13027,1761,4556,9978,36777,33589
2019,CalFresh,State Assembly,District 03,67626.9,90561,3239,2699,833,1559,3260,50414,22752,4943,1340,7852,48042,42519
2019,CalFresh,State Assembly,District 04,94045.05,50012,2444,1393,344,768,2127,21634,17132,1688,777,6654,27176,22836
2019,CalFresh,State Assembly,District 05,77191.29,71388,2126,2082,521,887,1434,34304,26518,728,1016,7388,37319,34069
2019,CalFresh,State Assembly,District 06,119257.38,27348,1301,616,242,459,1327,14618,3827,1165,235,6176,14971,12377
2019,CalFresh,State Assembly,District 07,75782.52,122131,5888,3383,547,1414,30017,27891,25092,9937,1366,27828,64231,57900
2019,CalFresh,State Assembly,District 08,75538.98,93197,4724,2010,623,1228,15576,27916,13391,4969,740,30605,50362,42835
2019,CalFresh,State Assembly,District 09,81782.91,78802,3973,1352,328,1231,17004,11633,18634,12360,508,18663,42910,35892
2019,CalFresh,State Assembly,District 10,125803.26,31557,2141,787,177,453,1818,12011,11079,1252,339,5058,16704,14853
2019,CalFresh,State Assembly,District 11,98523.81,60586,2306,1148,289,883,16282,13925,14265,3697,372,12045,33901,26685
2019,CalFresh,State Assembly,District 12,78764.4,70583,2438,1310,347,921,3373,26292,28697,3521,258,8442,38637,31946
2019,CalFresh,State Assembly,District 13,72670.95,103757,2420,2186,560,1737,19106,17046,41663,13968,421,11553,56151,47606
2019,CalFresh,State Assembly,District 14,102469.95,49476,2225,867,201,585,12939,9947,11449,4290,289,10562,27269,22207
2019,CalFresh,State Assembly,District 15,113222.34,42240,2659,723,142,566,14337,4553,9292,3562,106,10390,23629,18611
2019,CalFresh,State Assembly,District 16,177339.69,10956,834,183,57,186,1047,3260,1970,1482,35,3162,6220,4736
2019,CalFresh,State Assembly,District 17,131810.58,62287,9989,1488,174,463,10689,7562,9792,18640,323,15281,31313,30974
2019,CalFresh,State Assembly,District 18,89167.32,81985,6104,1744,348,1061,31358,5323,18708,13130,268,13198,44534,37451
2019,CalFresh,State Assembly,District 19,131764.05,28604,4413,353,120,293,2038,3751,4445,11089,64,7217,16053,12551
2019,CalFresh,State Assembly,District 20,119309.85,38097,2489,634,146,563,6242,4551,11504,6707,143,8950,21415,16682
2019,CalFresh,State Assembly,District 21,61175.07,119079,2813,2720,654,1422,6897,26833,70509,4951,327,9562,63530,55549
2019,CalFresh,State Assembly,District 22,156109.14,16968,942,327,126,215,784,3392,7291,2497,57,2947,9113,7855
2019,CalFresh,State Assembly,District 23,79761.33,106872,3914,2191,808,1257,11798,21118,45680,5299,1159,21818,58123,48749
2019,CalFresh,State Assembly,District 24,182448.09,15695,1270,268,36,200,1480,2780,7020,2152,45,2218,8453,7242
2019,CalFresh,State Assembly,District 25,142666.92,25642,2598,469,91,303,1715,3266,7272,8968,115,4306,14159,11483
2019,CalFresh,State Assembly,District 26,54655.92,152707,2409,2974,706,2023,3131,29337,103205,3183,1691,12160,80779,71928
2019,CalFresh,State Assembly,District 27,105301.35,53364,4498,1585,209,652,2792,4466,24618,15368,300,5820,28187,25177
2019,CalFresh,State Assembly,District 28,168967.26,18407,1952,498,95,234,1320,4279,6618,2889,121,3180,10126,8281
2019,CalFresh,State Assembly,District 29,121864.05,39122,1825,773,143,430,1637,13289,14753,1907,209,7327,20792,18330
2019,CalFresh,State Assembly,District 30,82680.84,72744,2436,1328,238,848,984,6907,58125,1142,171,5415,39175,33569
2019,CalFresh,State Assembly,District 31,46757.7,163735,5360,3278,863,1682,11601,15338,101978,6357,1059,27402,86107,77628
2019,CalFresh,State Assembly,District 32,47663.55,128566,2564,2726,756,1580,9612,15650,91616,2391,358,8939,68348,60218
2019,CalFresh,State Assembly,District 33,61484.94,146904,5221,3982,1135,1406,28587,38902,65411,2116,596,11292,78445,68459
2019,CalFresh,State Assembly,District 34,75366.72,101060,2163,2309,741,1427,11567,33132,45386,2390,346,8239,55131,45929
2019,CalFresh,State Assembly,District 35,85285.53,60358,1744,1580,424,946,1235,33221,15026,875,342,9659,32131,28227
2019,CalFresh,State Assembly,District 36,68073.39,124397,7446,7344,1505,2594,39617,23953,53144,1732,274,5677,67403,56994
2019,CalFresh,State Assembly,District 37,97891.2,50374,1334,1015,211,931,1081,18578,20887,942,214,8672,26976,23398
2019,CalFresh,State Assembly,District 38,116214.12,34957,2516,1107,188,754,2449,13235,13380,2210,89,3594,18899,16058
2019,CalFresh,State Assembly,District 39,74384.64,77958,8518,2631,487,1479,4338,18599,50374,2241,104,2302,41579,36379
2019,CalFresh,State Assembly,District 40,76271.58,89750,3393,2597,838,913,15558,14123,48651,3168,224,8026,49078,40672
2019,CalFresh,State Assembly,District 41,108638.64,41063,3168,1450,465,606,7515,9693,18282,2358,70,3145,22106,18957
2019,CalFresh,State Assembly,District 42,72132.39,86922,4201,2555,568,684,9682,32238,34676,1732,436,8158,45866,41056
2019,CalFresh,State Assembly,District 43,92096.73,65022,19898,861,109,661,2671,43784,12778,3272,75,2442,36111,28911
2019,CalFresh,State Assembly,District 44,104588.55,48516,1362,934,198,938,1189,8470,30189,1572,102,6994,25943,22573
2019,CalFresh,State Assembly,District 45,98150.58,52148,5932,1253,258,1110,4475,18830,21799,3790,60,3194,28344,23804
2019,CalFresh,State Assembly,District 46,75909.24,69935,8142,2186,533,1362,5684,20288,37669,3505,82,2707,38157,31778
2019,CalFresh,State Assembly,District 47,69184.17,117207,3708,3216,748,1145,19272,11080,74753,2313,202,9587,62446,54761
2019,CalFresh,State Assembly,District 48,81093.87,62364,3421,2273,704,1102,2556,6664,44619,5775,91,2659,34103,28261
2019,CalFresh,State Assembly,District 49,76365.63,50912,5495,1510,262,762,1105,3567,27271,17055,43,1871,27477,23435
2019,CalFresh,State Assembly,District 50,137635.74,28966,5115,547,109,343,4005,14115,6495,1475,77,2799,15119,13847
2019,CalFresh,State Assembly,District 51,62618.49,77199,5547,3146,686,1213,3800,5158,59413,6859,126,1843,41178,36021
2019,CalFresh,State Assembly,District 52,70053.39,83703,2814,2824,519,1060,8372,8720,56825,3159,124,6503,44771,38932
2019,CalFresh,State Assembly,District 53,46470.6,103045,6879,4213,553,1574,15244,7744,66459,9493,227,3878,50713,52332
2019,CalFresh,State Assembly,District 54,90263.25,65915,5390,2550,517,1070,28945,8624,20988,2251,130,4977,34328,31587
2019,CalFresh,State Assembly,District 55,109441.53,28682,1554,675,252,418,1350,5452,14693,4195,69,2923,15771,12911
2019,CalFresh,State Assembly,District 56,56642.85,115579,4455,2511,503,1464,4356,12436,91748,586,850,5603,61843,53736
2019,CalFresh,State Assembly,District 57,84817.26,53525,2830,1675,406,976,1569,5584,40352,3687,94,2239,29352,24173
2019,CalFresh,State Assembly,District 58,74993.49,61295,3571,1976,454,1029,4343,5190,45553,3394,83,2732,34010,27285
2019,CalFresh,State Assembly,District 59,47413.08,155766,7694,7610,1255,2424,50692,3709,94973,1287,165,4940,82295,73471
2019,CalFresh,State Assembly,District 60,89188.11,57299,2202,1064,271,540,4381,10824,33823,2100,121,6050,31163,26136
2019,CalFresh,State Assembly,District 61,73863.9,83579,3499,1870,544,817,16084,11658,44233,2092,205,9307,45481,38098
2019,CalFresh,State Assembly,District 62,78612.93,71241,4717,2314,468,1210,28213,5707,30924,2018,92,4287,38382,32859
2019,CalFresh,State Assembly,District 63,61490.88,79902,3520,2562,527,1245,9306,4273,60176,3048,91,3008,43999,35903
2019,CalFresh,State Assembly,District 64,60898.86,138447,6676,6626,1183,2046,48946,5373,73428,4060,205,6435,73482,64965
2019,CalFresh,State Assembly,District 65,87792.21,58136,2562,1123,276,630,2777,10491,29465,8610,159,6634,31591,26545
2019,CalFresh,State Assembly,District 66,119940.48,29695,1753,720,171,585,5791,5772,11884,3410,55,2783,16210,13485
2019,CalFresh,State Assembly,District 67,88773.3,65323,2818,1320,311,620,6367,20206,27991,1869,215,8675,35666,29657
2019,CalFresh,State Assembly,District 68,123299.55,33397,1306,749,243,413,1479,7890,16681,2623,117,4607,18280,15117
2019,CalFresh,State Assembly,District 69,70218.72,81470,2523,1920,434,820,2058,8598,55217,8714,206,6677,41712,39758
