fileyear,Program,Level,Number,MedianAnnualFamilyIncome,Person,IHSS,Child Welfare,Foster Care,DDS,Black,White,Hispanic,Asian_PI,Native_American,Other_missing,Female,Male
2019,MediCal,State Assembly,District 62,78612.93,202184,9821,4386,1307,4543,51575,15300,105083,7021,225,22980,107518,94666
2019,MediCal,State Assembly,District 63,61490.88,241616,9619,4598,1646,4734,12965,11008,182036,9995,172,25440,134991,106625
2019,MediCal,State Assembly,District 64,60898.86,332472,13508,11275,3127,6124,71243,13430,202747,11506,452,33094,176810,155662
2019,MediCal,State Assembly,District 65,87792.21,186679,7171,2315,919,3761,5093,26151,86816,39135,307,29177,101280,85399
2019,MediCal,State Assembly,District 66,119940.48,95387,4859,1224,546,3089,7894,17595,35865,18286,145,15602,52275,43112
2019,MediCal,State Assembly,District 67,88773.3,177364,8043,2846,1473,3862,10424,48937,78492,7996,443,31072,95941,81423
2019,MediCal,State Assembly,District 68,123299.55,119962,4247,1487,701,2669,2584,24409,54598,15786,220,22365,65473,54489
2019,MediCal,State Assembly,District 69,70218.72,255987,6356,3222,961,3689,2586,14850,187519,20304,304,30424,138422,117565
2019,MediCal,State Assembly,District 70,81482.94,173514,9127,3916,1256,4008,19706,21889,87551,20043,273,24052,95097,78417
2019,MediCal,State Assembly,District 71,86653.71,174891,7096,2280,1033,4270,9126,53674,47743,5549,1247,57552,93297,81594
2019,MediCal,State Assembly,District 72,89097.03,192798,10121,1317,482,3165,1745,25261,55150,84567,213,25862,103622,89176
2019,MediCal,State Assembly,District 73,137938.68,81831,3112,786,343,2068,1267,29727,27381,5795,191,17470,44165,37666
2019,MediCal,State Assembly,District 74,124047,92377,4244,854,353,2122,1823,30621,25927,12247,185,21574,49764,42613
2019,MediCal,State Assembly,District 75,94666.77,149635,4065,1487,594,3468,3675,33029,73114,7594,1140,31083,81304,68331
2019,MediCal,State Assembly,District 76,97874.37,115477,2923,1177,465,2578,3345,28754,49825,5233,357,27963,62398,53079
2019,MediCal,State Assembly,District 77,130870.08,77465,4110,598,377,2506,2972,20357,12677,18290,178,22991,41667,35798
2019,MediCal,State Assembly,District 78,109949.4,90970,3500,866,222,1409,6189,28609,23596,6096,369,26111,46895,44075
2019,MediCal,State Assembly,District 79,88980.21,159526,6830,1703,725,3919,17176,21566,58348,22753,420,39263,87436,72090
2019,MediCal,State Assembly,District 80,94943.97,244313,8716,2281,725,4944,11126,15779,152393,14513,390,50112,135175,109138
2019,MediCal,State Senate,District 01,93384.72,253354,11587,5313,2254,7357,4188,159120,34274,8729,5014,42029,131745,121609
2019,MediCal,State Senate,District 02,97616.97,316812,15247,6497,2232,7558,6694,138648,103021,9829,10949,47671,164640,152172
2019,MediCal,State Senate,District 03,100639.44,262296,10971,4113,1666,6601,27022,64470,98508,23781,1236,47279,141531,120765
2019,MediCal,State Senate,District 04,75985.47,394910,17994,6987,2792,10006,19269,169867,101620,28745,3858,71551,207595,187315
2019,MediCal,State Senate,District 05,75544.92,438004,11836,6762,2999,9867,35714,86305,198217,54493,1224,62051,234816,203188
2019,MediCal,State Senate,District 06,77541.75,432170,24581,7364,2681,9635,68458,72693,105188,70747,2898,112186,228800,203370
2019,MediCal,State Senate,District 07,136180.44,219645,9030,2692,1228,5753,24782,44696,71067,26602,623,51875,119686,99959
2019,MediCal,State Senate,District 08,78046.65,377672,16903,6723,3379,7975,21491,111408,141890,27401,4512,70970,201251,176421
2019,MediCal,State Senate,District 09,100972.08,364448,19988,4618,1438,6157,80116,33483,113835,61729,835,74450,193377,171071
2019,MediCal,State Senate,District 10,130986.9,252057,14410,2294,781,5861,16914,25426,79251,79430,651,50385,136786,115271
2019,MediCal,State Senate,District 11,131785.83,266398,26678,3018,757,3627,20567,27845,56529,96225,672,64560,138273,128125
2019,MediCal,State Senate,District 12,62747.19,567227,15184,7472,2732,8234,11921,66062,412004,18555,1011,57674,301318,265909
2019,MediCal,State Senate,District 13,166932.81,177699,7344,1265,380,3956,4823,25622,86762,28954,311,31227,94613,83086
2019,MediCal,State Senate,District 14,45093.51,657672,17891,10212,3689,9861,26860,59385,475571,18317,2165,75374,343818,313854
2019,MediCal,State Senate,District 15,140085.99,268327,16127,3835,927,5519,8831,28081,119038,73186,791,38400,142583,125744
2019,MediCal,State Senate,District 16,66867.57,439545,11818,9329,4132,9027,31057,131003,207509,16061,2595,51320,235543,204002
2019,MediCal,State Senate,District 17,105972.57,283641,10553,4018,1391,6015,5295,72160,139448,18240,965,47533,150653,132988
2019,MediCal,State Senate,District 18,75576.6,445683,26767,7835,2037,9700,15428,79291,289769,23529,350,37316,241726,203957
2019,MediCal,State Senate,District 19,86182.47,366753,9515,4742,1660,8660,5029,125831,171756,9607,956,53574,197003,169750
2019,MediCal,State Senate,District 20,69603.93,501504,17192,10175,3877,8876,38321,40423,340226,22722,613,59199,270929,230575
2019,MediCal,State Senate,District 21,73429.29,480741,23537,18578,7984,12074,83493,92207,246933,13479,945,43684,257555,223186
2019,MediCal,State Senate,District 22,75525.12,433176,23810,6910,2340,8736,6204,23369,236506,126917,308,39872,234453,198723
2019,MediCal,State Senate,District 23,74923.2,426687,20041,9596,4098,7783,45098,99582,203315,19145,1450,58097,229343,197344
2019,MediCal,State Senate,District 24,54876.69,522692,27717,11849,2276,8774,23529,40322,356218,57337,891,44395,273122,249570
2019,MediCal,State Senate,District 25,102745.17,292686,33889,5303,1893,6418,18514,121389,95375,24900,400,32108,154652,138034
2019,MediCal,State Senate,District 26,139009.86,146501,13139,1477,589,3527,9826,59277,35068,14944,307,27079,78611,67890
2019,MediCal,State Senate,District 27,114572.7,256134,15874,3653,1372,7187,9681,80032,109925,21931,340,34225,138033,118101
2019,MediCal,State Senate,District 28,83327.31,369016,13715,5120,2051,6148,15135,79900,210361,12647,1027,49946,196632,172384
2019,MediCal,State Senate,District 29,98683.2,313390,12270,3818,1643,6228,7449,41787,144946,70418,483,48307,170153,143237
2019,MediCal,State Senate,District 30,61940.34,568906,29151,18049,4565,10001,143297,31769,325059,13117,657,55007,301704,267202
2019,MediCal,State Senate,District 31,81949.23,426406,17811,6763,3405,8037,36522,54651,248339,20363,757,65774,231549,194857
2019,MediCal,State Senate,District 32,82792.71,342499,17766,6095,2518,9379,11500,30780,223531,37594,445,38649,188875,153624
2019,MediCal,State Senate,District 33,58192.2,509591,21205,10848,3234,9725,34440,24966,371903,24062,399,53821,282925,226666
2019,MediCal,State Senate,District 34,82944.18,420565,15807,4203,1356,6604,4193,39986,218954,103742,470,53220,226704,193861
2019,MediCal,State Senate,District 35,69253.47,507664,21662,13255,3953,10689,99892,30569,288315,31159,695,57034,270591,237073
2019,MediCal,State Senate,District 36,117422.91,199341,6070,1982,812,4719,4633,59102,78029,11078,552,45947,107636,91705
2019,MediCal,State Senate,District 37,123650.01,213406,8557,2354,1058,4807,4432,55450,80765,28187,408,44164,115827,97579
2019,MediCal,State Senate,District 38,94980.6,302831,10700,3262,1408,7591,12242,77761,108921,14484,1959,87464,163417,139414
2019,MediCal,State Senate,District 39,113776.74,186208,8001,1730,729,4049,13830,50369,39999,27510,618,53882,98170,88038
2019,MediCal,State Senate,District 40,94943.97,466466,20523,5257,1921,10258,23058,33202,294925,30196,1639,83446,256399,210067
2019,MediCal,U.S. Congress,District 01,71098.83,274004,12851,6356,2721,7727,5374,172660,44398,9375,5989,36208,141920,132084
2019,MediCal,U.S. Congress,District 02,104511.33,223900,9797,4814,1746,5225,4695,103924,66611,7127,8931,32612,116042,107858
2019,MediCal,U.S. Congress,District 03,83696.58,272681,10871,4858,2003,6150,16903,87091,101618,25569,2472,39028,144873,127808
2019,MediCal,U.S. Congress,District 04,100908.72,209942,7310,4480,1945,5001,4884,100733,33502,7187,2322,61314,106057,103885
2019,MediCal,U.S. Congress,District 05,98613.9,216926,10208,3591,1397,5333,18288,56183,83372,17553,1920,39610,116385,100541
2019,MediCal,U.S. Congress,District 06,69560.37,357822,19916,6526,2240,7162,58166,67961,93973,43615,2540,91567,189210,168612
2019,MediCal,U.S. Congress,District 07,93431.25,237255,12940,3357,1495,6602,25300,65838,40525,37777,1381,66434,126132,111123
2019,MediCal,U.S. Congress,District 08,64213.38,357743,14450,9830,4913,5990,43564,103420,161681,8701,2626,37751,189783,167960
2019,MediCal,U.S. Congress,District 09,80727.57,333550,9275,5431,2495,8009,37996,55811,144184,43661,1030,50868,178318,155232
2019,MediCal,U.S. Congress,District 10,75623.13,328120,9638,4727,1884,5992,11330,82355,166668,23254,755,43758,175214,152906
2019,MediCal,U.S. Congress,District 11,114740.01,212116,7998,2548,950,4371,27694,32035,81479,20908,515,49485,114733,97383
2019,MediCal,U.S. Congress,District 12,140443.38,200995,22248,2615,605,2376,18468,23353,40278,68704,566,49626,102818,98177
2019,MediCal,U.S. Congress,District 13,106206.21,271706,16340,3566,1095,4511,64235,25860,77041,51378,668,52524,142985,128721
2019,MediCal,U.S. Congress,District 14,137362.5,176372,8324,1213,449,3703,5544,19145,72390,43676,273,35344,94368,82004
2019,MediCal,U.S. Congress,District 15,138219.84,179330,8888,1672,631,4506,14526,23091,57471,44089,425,39728,97589,81741
2019,MediCal,U.S. Congress,District 16,53672.85,467945,18264,8442,3458,7480,28919,55891,289485,24818,2022,66810,247176,220769
2019,MediCal,U.S. Congress,District 17,153681.66,141641,9539,1156,325,3290,4483,15159,38571,58021,377,25030,76698,64943
2019,MediCal,U.S. Congress,District 18,174782.52,112699,6619,1101,338,2761,3881,25954,44561,17315,302,20686,60423,52276
2019,MediCal,U.S. Congress,District 19,119704.86,255100,13892,4044,978,4936,7507,21629,126358,65569,762,33275,135630,119470
2019,MediCal,U.S. Congress,District 20,88412.94,314663,9834,3221,964,4762,3974,41349,221832,8423,558,38527,167545,147118
2019,MediCal,U.S. Congress,District 21,49111.92,457535,10459,6530,2520,6350,16421,40312,340905,11095,1018,47784,241036,216499
2019,MediCal,U.S. Congress,District 22,72652.14,344147,10902,5543,2652,7313,12230,60156,197734,18556,1678,53793,183274,160873
2019,MediCal,U.S. Congress,District 23,70584.03,331227,9708,7048,3358,7853,26883,92938,158871,13138,1843,37554,178472,152755
2019,MediCal,U.S. Congress,District 24,92141.28,237027,6466,3268,1247,5781,3033,123597,66475,5051,894,37977,126635,110392
2019,MediCal,U.S. Congress,District 25,92318.49,281948,14393,11660,4162,8487,44582,54850,143681,11211,487,27137,151016,130932
2019,MediCal,U.S. Congress,District 26,98106.03,232139,6679,3062,1124,6251,3314,42584,140138,8022,456,37625,124913,107226
2019,MediCal,U.S. Congress,District 27,95533.02,225689,16789,3403,1377,4775,10956,26132,71279,91955,209,25158,121724,103965
2019,MediCal,U.S. Congress,District 28,90154.35,249103,36238,2566,674,3991,7575,119329,74677,20664,392,26466,132742,116361
2019,MediCal,U.S. Congress,District 29,64647.99,401370,22318,7958,1831,8287,13794,59288,278933,18473,328,30554,214899,186471
2019,MediCal,U.S. Congress,District 30,103877.73,228784,16557,3200,1148,5780,11699,73785,95263,21392,224,26421,123826,104958
2019,MediCal,U.S. Congress,District 31,75101.4,343414,13114,7833,3052,6104,42291,45342,195220,16554,668,43339,184772,158642
2019,MediCal,U.S. Congress,District 32,79964.28,321198,14750,6338,2358,7521,7109,24702,209939,48398,307,30743,173769,147429
2019,MediCal,U.S. Congress,District 33,151327.44,90313,6619,954,433,2635,6056,36858,19690,10034,163,17512,49176,41137
2019,MediCal,U.S. Congress,District 34,52861.05,408257,21376,10011,1860,6674,25534,25915,268867,52201,766,34974,209801,198456
2019,MediCal,U.S. Congress,District 35,69814.8,366850,12363,7163,2684,6680,23457,29972,250245,19011,413,43752,198622,168228
2019,MediCal,U.S. Congress,District 36,65962.71,347159,15506,5903,2230,4911,20980,68782,209929,7298,1296,38874,184773,162386
2019,MediCal,U.S. Congress,District 37,77158.62,344239,18862,10626,2642,6390,95858,33149,165612,11493,512,37615,181499,162740
2019,MediCal,U.S. Congress,District 38,83461.95,258845,13667,4863,1954,7206,8876,22291,171442,27558,307,28371,142705,116140
2019,MediCal,U.S. Congress,District 39,105189.48,197395,8249,2408,1227,4286,4393,28041,83536,50863,291,30271,106870,90525
2019,MediCal,U.S. Congress,District 40,53636.22,438489,16011,9627,2469,7706,18019,11683,366345,5412,268,36762,240971,197518
2019,MediCal,U.S. Congress,District 41,74393.55,358175,14864,5908,2899,6421,33402,42675,216976,12443,639,52040,194017,164158
2019,MediCal,U.S. Congress,District 42,98144.64,232481,10071,3312,1801,5304,11626,58491,101977,16180,525,43682,126159,106322
2019,MediCal,U.S. Congress,District 43,72421.47,340566,16649,7944,2503,7770,75609,19389,187285,19872,337,38074,184006,156560
2019,MediCal,U.S. Congress,District 44,60946.38,447483,17489,12824,3758,8431,69473,20911,293877,15729,536,46957,241679,205804
2019,MediCal,U.S. Congress,District 45,131005.71,145245,6988,1378,683,3540,3351,38510,44404,24223,258,34499,79359,65886
2019,MediCal,U.S. Congress,District 46,73240.2,369379,10355,4643,1477,5931,5396,30262,247789,37690,476,47766,200087,169292
2019,MediCal,U.S. Congress,District 47,84864.78,279444,14357,4581,1548,5756,20655,34201,116624,69914,400,37650,152095,127349
2019,MediCal,U.S. Congress,District 48,113711.4,182542,8373,1519,576,3490,2079,44037,55278,49968,310,30870,98046,84496
2019,MediCal,U.S. Congress,District 49,110235.51,156764,4117,1544,599,3552,3841,42626,65614,7815,457,36411,84516,72248
2019,MediCal,U.S. Congress,District 50,90683.01,238410,7758,2594,1119,5820,7109,63650,91616,9463,1818,64754,128734,109676
2019,MediCal,U.S. Congress,District 51,57333.87,399378,17791,4543,1538,8181,18415,25891,264865,21717,1501,66989,219174,180204
2019,MediCal,U.S. Congress,District 52,125592.39,114780,5421,917,433,2954,5416,35173,18816,20124,371,34880,60132,54648
2019,MediCal,U.S. Congress,District 53,94943.97,215525,8720,2405,1060,5240,19090,41633,72615,21437,619,60131,116830,98695
2019,WIC,State Assembly,District 01,74277.72,14979,50,739,481,520,93,7716,3937,224,200,2809,9274,5705
2019,WIC,State Assembly,District 02,82016.55,15825,58,805,431,549,121,4441,7686,400,601,2576,10087,5724
2019,WIC,State Assembly,District 03,67626.9,23820,61,857,532,770,391,7242,11352,2028,192,2615,14964,8836
2019,WIC,State Assembly,District 04,94045.05,14221,33,417,233,427,198,2353,9969,407,175,1119,8955,5249
2019,WIC,State Assembly,District 05,77191.29,19420,43,742,423,474,189,4539,13037,197,156,1302,12149,7271
2019,WIC,State Assembly,District 06,119257.38,5809,36,177,105,198,172,2215,2247,319,43,813,3583,2226
2019,WIC,State Assembly,District 07,75782.52,24430,84,778,364,602,2851,3562,11354,3253,410,3000,15215,9196
2019,WIC,State Assembly,District 08,75538.98,23689,69,614,320,494,2439,6528,7604,2869,263,3986,14731,8958
2019,WIC,State Assembly,District 09,81782.91,22765,72,622,348,585,2612,1833,10306,4864,431,2719,14259,8495
2019,WIC,State Assembly,District 10,125803.26,9219,28,231,116,333,168,734,7637,186,52,442,5858,3361
2019,WIC,State Assembly,District 11,98523.81,15798,32,421,291,389,1978,1478,8998,886,209,2249,10122,5627
2019,WIC,State Assembly,District 12,78764.4,20093,20,579,343,652,499,3143,13833,1411,177,1030,12627,7466
2019,WIC,State Assembly,District 13,72670.95,32750,35,725,467,1183,3110,2017,21001,4033,281,2308,20579,12171
2019,WIC,State Assembly,District 14,102469.95,13952,28,285,165,282,1636,1327,8196,970,224,1599,8853,5076
2019,WIC,State Assembly,District 15,113222.34,12209,32,247,139,280,1804,658,7394,1118,86,1149,7797,4412
2019,WIC,State Assembly,District 18,89167.32,20720,70,382,164,589,3691,953,11305,2733,223,1815,13134,7586
2019,WIC,State Assembly,District 20,119309.85,13933,42,207,105,363,980,892,8413,2262,259,1127,8781,5152
2019,WIC,State Assembly,District 21,61175.07,37546,35,910,516,943,788,2949,30656,1717,199,1237,23443,14103
2019,WIC,State Assembly,District 22,156109.14,6986,12,76,39,143,80,416,5524,465,174,327,4380,2606
2019,WIC,State Assembly,District 23,79761.33,29905,119,859,563,709,2152,3650,18806,3657,198,1442,18765,11140
2019,WIC,State Assembly,District 24,182448.09,6438,14,102,27,168,196,212,5262,346,203,219,4026,2412
2019,WIC,State Assembly,District 25,142666.92,7221,23,193,75,163,254,394,4334,1634,102,503,4487,2734
2019,WIC,State Assembly,District 26,54655.92,35730,43,975,507,1126,221,2987,30960,555,231,776,22569,13161
2019,WIC,State Assembly,District 27,105301.35,16260,46,517,176,424,292,324,12705,2213,114,612,10232,6028
2019,WIC,State Assembly,District 28,168967.26,5382,26,169,61,158,290,327,4037,368,62,298,3353,2029
2019,WIC,State Assembly,District 29,121864.05,9762,17,253,136,212,171,966,7844,283,83,415,6213,3549
2019,WIC,State Assembly,District 30,82680.84,34063,76,517,229,776,91,779,32606,186,123,278,21674,12389
2019,WIC,State Assembly,District 31,46757.7,49781,128,1166,652,1053,1865,2069,40857,3758,91,1141,31060,18721
2019,WIC,State Assembly,District 32,47663.55,48283,67,1047,544,968,1733,2585,42042,603,157,1163,30040,18243
2019,WIC,State Assembly,District 33,61484.94,34029,119,1849,1415,776,5194,5431,21502,237,172,1493,21018,13011
2019,WIC,State Assembly,District 34,75366.72,31329,49,936,608,680,2089,5638,21184,955,130,1333,19677,11652
2019,WIC,State Assembly,District 35,85285.53,24880,34,560,309,710,117,1968,22011,197,57,530,15902,8978
2019,WIC,State Assembly,District 36,68073.39,28205,139,2710,1503,1156,5621,2431,18411,247,87,1408,17608,10597
2019,WIC,State Assembly,District 37,97891.2,11972,25,326,158,633,87,730,10781,125,37,212,7652,4320
2019,WIC,State Assembly,District 38,116214.12,8116,33,438,234,481,300,1166,5973,308,26,343,5041,3075
2019,WIC,State Assembly,District 39,74384.64,24155,75,976,358,1079,375,1678,21323,412,49,318,15288,8867
2019,WIC,State Assembly,District 40,76271.58,25163,84,909,512,573,2752,2008,18652,708,106,937,15811,9352
2019,WIC,State Assembly,District 41,108638.64,9734,28,477,255,353,839,877,7125,490,62,341,6024,3710
2019,WIC,State Assembly,District 42,72132.39,20534,75,893,543,395,1605,3829,13628,367,115,990,12886,7648
2019,WIC,State Assembly,District 43,92096.73,8649,29,269,99,297,149,3364,4264,574,56,242,5388,3261
2019,WIC,State Assembly,District 44,104588.55,15310,24,325,161,875,136,673,14027,217,43,214,9676,5634
2019,WIC,State Assembly,District 45,98150.58,12744,34,420,187,600,508,1531,9579,561,32,533,8044,4700
2019,WIC,State Assembly,District 46,75909.24,19846,59,722,272,962,499,2022,16152,647,49,477,12504,7342
2019,WIC,State Assembly,District 47,69184.17,34212,93,1045,687,765,2577,1116,29124,497,160,738,21309,12903
2019,WIC,State Assembly,District 48,81093.87,24258,59,868,453,942,380,745,20626,2060,73,374,15248,9010
2019,WIC,State Assembly,District 49,76365.63,16793,34,527,207,581,124,286,10494,5579,58,252,10341,6452
2019,WIC,State Assembly,District 51,62618.49,23682,48,1103,399,792,389,259,21747,979,68,240,14779,8903
2019,WIC,State Assembly,District 52,70053.39,29979,70,1004,494,797,1154,884,26265,1103,123,450,18553,11426
2019,WIC,State Assembly,District 53,46470.6,28591,73,1370,463,1104,897,251,25639,1382,59,363,18000,10591
2019,WIC,State Assembly,District 54,90263.25,14762,45,778,348,610,3382,531,9776,344,94,635,9303,5459
2019,WIC,State Assembly,District 55,109441.53,10432,29,336,217,309,190,564,7544,1751,48,335,6485,3947
2019,WIC,State Assembly,District 56,56642.85,30483,67,786,446,756,453,910,28529,144,61,386,19099,11384
2019,WIC,State Assembly,District 57,84817.26,21979,53,818,467,763,232,540,19529,1248,90,340,13730,8249
2019,WIC,State Assembly,District 58,74993.49,24644,75,917,452,804,807,679,21698,866,104,490,15425,9219
2019,WIC,State Assembly,District 59,47413.08,47717,155,2579,948,1722,5930,369,40325,116,87,890,29705,17998
2019,WIC,State Assembly,District 60,89188.11,22941,93,586,401,552,781,1815,19128,610,91,516,14173,8768
2019,WIC,State Assembly,District 61,73863.9,30954,93,1074,728,683,3163,1818,24308,504,214,947,19248,11706
2019,WIC,State Assembly,District 62,78612.93,22699,62,897,433,815,4800,474,15917,457,194,857,14278,8421
2019,WIC,State Assembly,District 63,61490.88,32894,96,1157,576,1100,1660,583,29450,500,161,540,20449,12432
2019,WIC,State Assembly,District 64,60898.86,41571,126,2190,946,1319,6239,418,32917,657,253,1087,25860,15690
2019,WIC,State Assembly,District 65,87792.21,19249,53,479,291,497,443,1337,14940,1719,136,674,11921,7328
2019,WIC,State Assembly,District 66,119940.48,9070,29,341,182,358,1036,558,6063,827,91,495,5630,3440
2019,WIC,State Assembly,District 67,88773.3,21470,95,709,467,514,1236,3385,15127,459,118,1145,13603,7867
2019,WIC,State Assembly,District 68,123299.55,11087,35,288,163,280,183,950,9048,532,50,324,6945,4142
2019,WIC,State Assembly,District 69,70218.72,31075,70,705,349,792,192,604,28290,1524,100,365,19287,11788
2019,WIC,State Assembly,District 70,81482.94,20104,61,1045,450,710,2341,731,14515,1301,189,1027,12524,7569
2019,WIC,State Assembly,District 71,86653.71,20092,53,580,359,661,1196,6597,9965,430,170,1734,12513,7579
2019,WIC,State Assembly,District 72,89097.03,15145,51,328,185,419,153,1049,9666,3593,104,580,9449,5696
2019,WIC,State Assembly,District 73,137938.68,5452,16,167,109,124,80,980,3886,190,46,270,3391,2061
2019,WIC,State Assembly,District 74,124047,4897,14,141,86,133,97,805,3406,316,36,237,3106,1791
2019,WIC,State Assembly,District 75,94666.77,17762,36,360,204,587,318,1650,14365,468,117,844,11118,6633
2019,WIC,State Assembly,District 76,97874.37,16094,18,294,169,357,486,2269,11479,291,224,1345,10051,6031
2019,WIC,State Assembly,District 77,130870.08,5967,15,119,77,209,337,1336,2650,901,43,700,3766,2201
2019,WIC,State Assembly,District 78,109949.4,6675,26,155,71,216,636,892,4252,298,44,553,4251,2424
2019,WIC,State Assembly,District 79,88980.21,18638,42,424,240,565,2263,1505,11757,1360,154,1599,11530,7108
2019,WIC,State Assembly,District 80,94943.97,31599,42,579,294,979,1930,874,26420,1184,140,1051,19839,11746
2019,WIC,State Senate,District 01,93384.72,21155,85,990,606,700,235,10129,6378,407,237,3769,13094,8061
2019,WIC,State Senate,District 02,97616.97,27915,100,1099,596,965,305,6344,16433,583,778,3472,17706,10182
2019,WIC,State Senate,District 03,100639.44,24279,48,676,398,638,1899,2320,15717,1287,226,2830,15367,8851
2019,WIC,State Senate,District 04,75985.47,42450,127,1365,808,1204,1754,13554,18234,3231,385,5292,26539,15883
2019,WIC,State Senate,District 05,75544.92,55298,57,1336,824,1956,3641,5199,36535,5887,469,3567,34742,20556
2019,WIC,State Senate,District 06,77541.75,49473,174,1452,723,1158,6421,5773,20190,9282,893,6914,30882,18558
2019,WIC,State Senate,District 07,136180.44,18161,36,426,272,413,1981,2013,10701,1176,269,2021,11687,6455
2019,WIC,State Senate,District 08,78046.65,49726,175,1585,975,1254,2751,8194,30124,5263,475,2919,31133,18593
2019,WIC,State Senate,District 09,100972.08,32827,101,624,299,862,5486,1601,18652,3836,307,2945,20864,11949
2019,WIC,State Senate,District 10,130986.9,21306,63,409,190,535,1321,1311,12791,3858,356,1669,13363,7924
2019,WIC,State Senate,District 11,131785.83,15891,19,394,169,435,1198,689,7302,5270,167,1265,9997,5894
2019,WIC,State Senate,District 12,62747.19,82148,112,1651,947,1848,1055,4024,73055,2161,304,1549,51614,30534
2019,WIC,State Senate,District 13,166932.81,13509,26,179,67,313,275,630,10855,822,377,550,8463,5046
2019,WIC,State Senate,District 14,45093.51,96674,161,2148,1114,2132,2966,4564,83791,3001,314,2038,60461,36213
2019,WIC,State Senate,District 15,140085.99,20342,71,627,224,537,526,655,15732,2378,179,872,12769,7573
2019,WIC,State Senate,District 16,66867.57,61198,106,2162,1319,1480,4414,11292,41052,1383,257,2800,38382,22816
2019,WIC,State Senate,District 17,105972.57,26694,58,699,341,768,271,2370,22324,713,143,873,16913,9781
2019,WIC,State Senate,District 18,75576.6,43152,137,1662,615,1980,889,3420,36843,1086,100,814,27276,15876
2019,WIC,State Senate,District 19,86182.47,44689,65,976,480,1828,286,2041,41174,452,112,624,28523,16166
2019,WIC,State Senate,District 20,69603.93,64083,163,2044,1174,1577,3709,2041,55287,1575,278,1193,39812,24271
2019,WIC,State Senate,District 21,73429.29,54114,243,4179,2629,1955,9129,5368,36588,556,212,2261,33589,20525
2019,WIC,State Senate,District 22,75525.12,45482,98,1527,739,1668,477,870,35309,8052,151,623,28312,17170
2019,WIC,State Senate,District 23,74923.2,49720,185,1980,1233,1082,4727,6148,35515,1134,236,1960,31236,18484
2019,WIC,State Senate,District 24,54876.69,48994,105,2284,783,1777,1103,736,43895,2489,143,628,30700,18294
2019,WIC,State Senate,District 25,102745.17,18633,60,762,389,716,978,4595,11424,981,95,560,11582,7051
2019,WIC,State Senate,District 26,139009.86,7250,15,334,154,327,636,1230,4332,537,63,452,4587,2663
2019,WIC,State Senate,District 27,114572.7,17891,47,643,320,919,595,2257,13593,700,50,696,11247,6644
2019,WIC,State Senate,District 28,83327.31,41366,107,1147,685,810,1438,4374,32842,817,187,1708,25962,15404
2019,WIC,State Senate,District 29,98683.2,31610,94,854,516,843,645,1913,24458,3386,185,1023,19577,12033
2019,WIC,State Senate,District 30,61940.34,63353,210,3632,1431,2379,11500,901,48430,508,216,1798,39678,23659
2019,WIC,State Senate,District 31,81949.23,53954,191,1678,1140,1254,3959,3621,43507,1126,299,1442,33456,20498
2019,WIC,State Senate,District 32,82792.71,41906,124,1582,849,1375,1226,1356,36156,1985,210,973,26175,15714
2019,WIC,State Senate,District 33,58192.2,67176,204,2752,1189,2278,4401,1190,58356,1545,304,1380,41768,25386
2019,WIC,State Senate,District 34,82944.18,42429,105,916,470,1108,350,1582,34380,4999,192,926,26390,16028
2019,WIC,State Senate,District 35,69253.47,61419,173,2747,1277,2060,9176,1122,46896,1746,494,1985,38261,23127
2019,WIC,State Senate,District 36,117422.91,21821,31,458,271,490,573,3259,15599,489,269,1632,13665,8142
2019,WIC,State Senate,District 37,123650.01,15989,47,462,268,434,283,1746,12472,858,84,546,10110,5879
2019,WIC,State Senate,District 38,94980.6,34439,82,847,499,1197,1520,7593,21962,843,241,2280,21399,13022
2019,WIC,State Senate,District 39,113776.74,16125,48,323,168,507,1815,2488,8531,1481,125,1685,10210,5915
2019,WIC,State Senate,District 40,94943.97,56403,112,1207,663,1844,3144,1851,46967,2058,265,2118,35279,21097
2019,WIC,U.S. Congress,District 01,71098.83,25638,84,1180,769,948,250,11914,8178,889,308,4099,15984,9637
2019,WIC,U.S. Congress,District 02,104511.33,18400,57,794,428,585,200,4535,10035,425,591,2614,11794,6593
2019,WIC,U.S. Congress,District 03,83696.58,29816,69,898,532,812,1189,5585,17073,2239,282,3448,18814,10946
2019,WIC,U.S. Congress,District 04,100908.72,13195,64,590,342,400,150,5824,4928,345,162,1786,8197,4998
2019,WIC,U.S. Congress,District 05,98613.9,19722,58,556,298,606,1265,1920,13636,843,238,1820,12354,7340
2019,WIC,U.S. Congress,District 06,69560.37,42271,150,1262,593,994,5569,5855,17928,6415,767,5737,26271,15974
2019,WIC,U.S. Congress,District 07,93431.25,23764,72,668,390,516,2314,5500,7942,3936,324,3748,14886,8865
2019,WIC,U.S. Congress,District 08,64213.38,45079,152,2337,1700,1022,5929,7980,28170,385,352,2263,27970,17109
2019,WIC,U.S. Congress,District 09,80727.57,42600,49,998,661,1497,3865,3243,27231,4694,363,3204,26852,15737
2019,WIC,U.S. Congress,District 10,75623.13,35370,38,962,514,1117,909,4361,25899,2190,325,1686,22200,13170
2019,WIC,U.S. Congress,District 11,114740.01,19664,39,363,201,433,1945,1605,12784,1395,230,1705,12620,7044
2019,WIC,U.S. Congress,District 13,106206.21,23147,77,455,203,649,4468,1213,11982,3046,242,2196,14672,8463
